,white_king_file,white_king_rank,white_rook_file,white_rook_rank,black_king_file,black_king_rank,result
9233,b,1,h,5,d,7,thirteen
9234,d,4,a,5,h,4,eight
9235,d,2,e,3,b,5,twelve
9236,d,3,b,8,c,8,draw
9237,c,2,c,7,e,6,fourteen
9238,c,2,g,7,h,1,seven
9239,a,1,g,1,h,7,ten
9240,d,4,f,7,g,4,nine
9241,d,1,d,4,f,5,fifteen
9242,b,1,g,6,f,3,fifteen
9243,c,1,d,3,a,5,twelve
9244,d,1,e,6,g,1,eleven
9245,d,1,b,8,a,2,eight
9246,c,1,h,5,e,1,nine
9247,c,1,f,6,c,3,fifteen
9248,d,3,f,1,g,8,nine
9249,c,1,h,2,b,4,fourteen
9250,d,3,d,6,h,4,nine
9251,d,3,g,3,c,5,twelve
9252,d,3,h,8,b,3,seven
9253,d,2,h,4,f,3,eight
9254,a,1,a,2,d,1,eight
9255,c,3,c,5,d,1,ten
9256,d,2,h,4,b,2,five
9257,c,1,g,6,a,5,fourteen
9258,c,2,b,1,g,7,thirteen
9259,b,2,c,3,f,3,fifteen
9260,c,3,h,6,h,3,twelve
9261,a,1,d,1,f,1,thirteen
9262,d,3,a,8,f,5,twelve
9263,d,4,a,5,d,1,eight
9264,d,3,b,5,a,8,six
9265,c,2,a,2,a,7,eleven
9266,a,1,b,3,g,4,fifteen
9267,c,1,h,8,g,3,fourteen
9268,b,1,h,2,b,8,twelve
9269,c,1,a,7,d,7,fourteen
9270,d,4,h,3,h,4,draw
9271,b,2,b,3,g,1,eight
9272,d,1,d,6,b,7,twelve
9273,d,3,a,7,e,5,twelve
9274,d,2,g,8,a,3,ten
9275,d,1,d,3,c,5,twelve
9276,c,3,d,8,h,6,twelve
9277,d,1,c,1,h,1,six
9278,b,1,e,2,c,4,fifteen
9279,c,2,e,7,c,6,thirteen
9280,b,1,d,2,h,4,fourteen
9281,d,1,a,5,f,1,six
9282,d,2,h,8,h,3,eleven
9283,d,1,h,3,d,7,fourteen
9284,d,3,a,6,c,5,twelve
9285,d,3,f,6,c,6,thirteen
9286,d,4,c,1,h,2,eight
9287,c,2,e,1,e,4,thirteen
9288,d,2,g,2,f,4,thirteen
9289,c,2,d,6,h,6,thirteen
9290,d,2,c,6,a,4,ten
9291,d,2,f,1,h,1,seven
9292,b,1,h,1,b,3,thirteen
9293,c,2,f,8,b,6,thirteen
9294,c,2,d,7,h,3,eleven
9295,d,1,g,3,f,3,draw
9296,a,1,a,4,d,2,thirteen
9297,c,1,a,1,f,8,thirteen
9298,a,1,d,2,h,2,twelve
9299,a,1,f,1,g,3,thirteen
9300,a,1,c,7,f,3,sixteen
9301,d,2,a,3,a,7,eleven
9302,b,2,h,6,g,5,draw
9303,d,3,b,4,f,3,seven
9304,c,3,d,8,g,6,twelve
9305,c,1,g,6,b,3,fourteen
9306,d,1,a,1,b,1,draw
9307,c,2,f,5,h,2,ten
9308,d,3,g,5,h,6,draw
9309,d,2,a,4,c,8,twelve
9310,c,2,g,8,d,4,fourteen
9311,d,2,g,2,f,1,draw
9312,c,2,b,3,e,7,thirteen
9313,b,2,g,3,h,8,nine
9314,d,3,c,3,a,8,eight
9315,d,1,a,7,g,3,fourteen
9316,d,3,d,5,e,8,eleven
9317,c,1,f,7,c,4,fifteen
9318,d,1,a,5,d,3,thirteen
9319,c,3,h,5,g,4,draw
9320,c,2,a,3,g,1,seven
9321,d,3,e,5,f,1,seven
9322,c,2,b,3,g,3,twelve
9323,c,2,c,8,d,5,fourteen
9324,d,1,f,3,b,7,thirteen
9325,d,3,c,7,f,6,thirteen
9326,b,1,h,3,b,4,fifteen
9327,c,1,a,1,f,3,fourteen
9328,c,1,d,5,g,3,fourteen
9329,d,2,e,1,h,1,seven
9330,d,4,a,2,g,1,four
9331,c,3,c,6,c,1,two
9332,b,1,f,1,h,5,twelve
9333,d,2,c,4,a,6,eight
9334,c,2,g,3,b,4,twelve
9335,d,2,a,5,f,2,eight
9336,d,2,a,4,a,1,five
9337,c,1,d,4,d,5,draw
9338,d,2,a,2,b,4,thirteen
9339,d,1,e,2,c,5,fourteen
9340,d,2,e,8,h,8,ten
9341,d,1,b,1,f,3,fourteen
9342,b,1,e,2,a,4,twelve
9343,d,1,a,8,e,5,fourteen
9344,d,2,a,8,c,6,thirteen
9345,b,1,e,6,f,7,draw
9346,b,1,a,3,b,6,thirteen
9347,d,2,f,1,h,2,ten
9348,d,1,b,1,g,7,fourteen
9349,d,2,c,4,g,6,thirteen
9350,d,4,g,4,b,2,eight
9351,d,3,e,2,g,5,eleven
9352,d,1,g,2,a,3,twelve
9353,c,1,f,2,g,4,twelve
9354,c,3,a,4,g,1,eight
9355,d,3,a,5,a,3,seven
9356,d,3,b,1,h,7,eleven
9357,b,1,c,6,h,7,thirteen
9358,c,3,g,1,g,4,twelve
9359,b,2,d,7,e,4,fourteen
9360,d,2,b,5,h,8,eleven
9361,d,4,h,2,d,2,six
9362,d,1,h,1,d,4,fourteen
9363,c,1,b,2,f,2,twelve
9364,d,4,h,1,f,2,ten
9365,c,1,d,2,e,6,fifteen
9366,d,4,e,7,g,2,nine
9367,d,2,f,8,a,4,eleven
9368,c,3,h,3,e,2,eight
9369,d,2,g,8,g,4,thirteen
9370,d,1,a,2,g,8,thirteen
9371,d,1,a,5,d,5,thirteen
9372,c,3,d,3,g,4,twelve
9373,c,1,d,3,c,5,twelve
9374,c,1,a,4,a,7,twelve
9375,d,2,c,4,g,8,eleven
9376,d,1,f,8,h,1,nine
9377,d,4,a,3,h,5,nine
9378,a,1,b,3,h,6,fifteen
9379,c,1,a,3,c,8,fourteen
9380,c,3,h,5,h,3,eleven
9381,d,1,d,2,g,7,thirteen
9382,c,2,f,8,g,8,draw
9383,d,2,e,8,h,6,eleven
9384,b,1,b,6,f,2,twelve
9385,d,3,c,3,d,7,thirteen
9386,d,3,f,7,h,1,seven
9387,d,4,c,2,g,7,eleven
9388,c,1,a,1,h,1,eight
9389,c,2,f,4,g,5,draw
9390,d,2,e,1,c,6,twelve
9391,d,4,a,4,g,4,eleven
9392,c,2,h,6,f,4,fourteen
9393,d,3,c,7,b,1,five
9394,c,1,b,6,d,3,fifteen
9395,c,1,c,2,h,2,nine
9396,c,2,c,6,g,2,ten
9397,d,2,b,3,h,3,ten
9398,b,1,f,7,f,4,fifteen
9399,c,1,f,7,a,4,twelve
9400,c,1,b,1,h,6,fourteen
9401,c,1,b,4,f,7,fourteen
9402,d,2,e,6,g,2,twelve
9403,d,1,g,4,f,3,draw
9404,d,3,b,5,b,6,draw
9405,c,1,b,5,f,3,thirteen
9406,a,1,d,7,g,1,eleven
9407,a,1,d,2,d,4,sixteen
9408,d,4,e,7,f,1,eight
9409,c,1,g,8,e,5,fifteen
9410,a,1,e,1,h,3,fourteen
9411,d,4,h,1,d,2,nine
9412,d,3,h,6,b,2,six
9413,a,1,h,1,h,5,fourteen
9414,d,1,a,3,f,1,six
9415,c,1,f,5,g,4,draw
9416,d,2,d,4,a,1,four
9417,b,1,f,2,b,3,thirteen
9418,c,1,a,7,d,8,ten
9419,b,2,c,2,e,3,fifteen
9420,b,1,g,4,g,6,fifteen
9421,c,2,c,3,d,4,fourteen
9422,b,1,f,3,e,7,fourteen
9423,c,1,e,2,d,6,fourteen
9424,b,1,g,8,f,5,fifteen
9425,d,2,g,2,g,8,twelve
9426,d,2,e,2,c,6,twelve
9427,d,3,c,2,h,7,eleven
9428,d,1,e,8,f,6,twelve
9429,d,3,b,8,g,4,twelve
9430,d,1,h,7,a,1,five
9431,c,1,f,5,e,4,draw
9432,a,1,c,1,g,4,fifteen
9433,b,1,d,6,h,8,thirteen
9434,a,1,a,7,e,3,fifteen
9435,c,2,c,7,e,5,fourteen
9436,c,2,b,2,a,1,draw
9437,c,1,h,7,f,5,fifteen
9438,d,3,e,8,b,2,six
9439,a,1,f,6,h,1,thirteen
9440,d,2,e,8,b,3,twelve
9441,d,1,a,3,g,1,six
9442,c,2,h,7,g,3,thirteen
9443,d,2,b,8,d,7,fourteen
9444,b,2,f,8,e,3,fifteen
9445,d,2,e,2,c,4,thirteen
9446,c,1,d,4,b,4,twelve
9447,d,2,b,3,c,8,thirteen
9448,c,1,b,4,g,2,eight
9449,c,1,e,5,e,6,draw
9450,d,4,f,1,g,3,nine
9451,b,1,h,4,a,5,fourteen
9452,b,1,g,5,d,5,fifteen
9453,d,4,h,6,e,1,nine
9454,d,4,b,5,d,1,eight
9455,b,1,f,8,b,8,fourteen
9456,d,2,a,7,a,5,twelve
9457,a,1,a,7,c,2,fourteen
9458,d,1,e,1,a,2,eight
9459,d,3,h,6,b,5,twelve
9460,d,4,e,4,h,4,nine
9461,b,2,e,4,g,1,nine
9462,c,2,d,3,f,6,fourteen
9463,c,1,e,2,h,2,eleven
9464,c,1,e,3,a,1,two
9465,d,2,c,8,b,6,nine
9466,b,2,f,4,h,6,twelve
9467,d,2,g,5,b,3,nine
9468,d,2,c,2,g,8,thirteen
9469,c,2,a,6,a,4,thirteen
9470,d,3,g,2,g,6,twelve
9471,d,2,f,7,a,8,nine
9472,c,2,g,8,e,4,thirteen
9473,d,4,a,5,f,3,nine
9474,d,2,a,7,h,1,six
9475,d,4,g,4,h,7,six
9476,d,1,g,1,f,8,fourteen
9477,d,1,a,2,b,5,thirteen
9478,a,1,e,4,e,5,draw
9479,d,1,g,1,c,8,fourteen
9480,c,1,d,4,h,2,eight
9481,d,1,a,6,a,1,ten
9482,d,2,f,4,f,8,thirteen
9483,a,1,e,5,g,3,fifteen
9484,b,1,h,7,g,8,draw
9485,c,1,b,7,g,2,ten
9486,d,2,g,1,g,3,thirteen
9487,d,4,c,2,f,3,eleven
9488,d,2,d,5,a,2,five
9489,c,1,d,6,b,4,thirteen
9490,d,1,c,2,b,3,eleven
9491,a,1,g,5,h,3,eleven
9492,a,1,a,2,d,3,fifteen
9493,c,2,c,5,f,1,eight
9494,b,2,a,6,f,3,fourteen
9495,b,1,h,2,g,1,draw
9496,d,2,d,7,h,5,twelve
9497,b,1,b,6,g,1,nine
9498,b,1,e,2,f,3,draw
9499,d,3,f,6,g,5,draw
9500,c,1,h,6,b,3,fourteen
9501,b,1,h,7,e,5,fifteen
9502,b,1,a,8,e,7,fourteen
9503,d,1,c,5,a,8,ten
9504,d,1,b,5,f,6,thirteen
9505,a,1,g,8,g,3,fifteen
9506,d,2,d,5,g,3,nine
9507,d,2,g,4,f,5,draw
9508,a,1,c,4,h,1,ten
9509,b,1,b,8,c,6,fifteen
9510,b,2,f,1,g,5,eleven
9511,b,1,b,7,g,2,eleven
9512,d,4,c,4,f,2,nine
9513,d,4,h,8,g,4,eleven
9514,d,2,b,3,h,4,eleven
9515,c,2,b,8,g,8,thirteen
9516,c,3,f,4,g,1,seven
9517,c,3,a,2,f,4,thirteen
9518,d,4,g,3,g,2,draw
9519,d,3,a,7,h,5,eleven
9520,d,3,g,7,g,8,draw
9521,b,1,d,8,d,4,fifteen
9522,d,1,h,2,d,6,fourteen
9523,c,1,f,5,g,5,draw
9524,c,1,b,6,h,2,nine
9525,d,2,d,7,g,6,thirteen
9526,c,1,b,1,e,7,fourteen
9527,b,1,d,2,g,7,fourteen
9528,b,1,f,2,a,7,eleven
9529,d,2,f,2,f,7,thirteen
9530,d,1,g,8,e,4,fourteen
9531,d,2,a,1,g,2,eight
9532,b,2,g,4,f,4,draw
9533,d,1,h,6,f,3,fourteen
9534,a,1,b,3,g,1,nine
9535,d,2,f,5,b,5,twelve
9536,d,3,e,2,d,6,eleven
9537,c,2,a,5,e,6,twelve
9538,d,1,c,4,d,4,draw
9539,b,1,a,6,g,2,eleven
9540,c,1,d,6,e,5,draw
9541,b,2,d,1,h,7,twelve
9542,c,1,e,5,h,7,twelve
9543,c,3,c,5,f,4,eleven
9544,a,1,c,5,h,3,thirteen
9545,d,3,g,6,f,3,twelve
9546,d,4,h,7,c,2,eight
9547,a,1,c,1,f,4,fifteen
9548,b,2,a,2,f,4,fourteen
9549,b,2,e,4,e,5,draw
9550,d,1,e,6,d,6,draw
9551,b,1,a,7,e,8,eleven
9552,d,2,f,7,d,6,fourteen
9553,a,1,d,3,f,3,sixteen
9554,c,1,c,4,h,2,eight
9555,c,3,f,7,h,5,eleven
9556,d,2,g,6,h,1,five
9557,c,2,e,4,b,7,eleven
9558,d,1,f,2,e,5,fifteen
9559,d,4,d,5,g,1,nine
9560,c,3,g,1,f,4,thirteen
9561,c,1,c,7,h,4,thirteen
9562,d,1,b,7,g,4,fourteen
9563,a,1,d,7,g,3,fifteen
9564,c,2,a,1,h,5,twelve
9565,b,2,a,4,f,1,ten
9566,c,2,g,6,a,7,eleven
9567,d,1,a,2,a,7,twelve
9568,d,3,h,6,f,5,twelve
9569,d,3,h,1,g,6,twelve
9570,d,3,d,6,e,8,eleven
9571,b,1,e,5,d,6,draw
9572,d,1,a,7,f,7,fourteen
9573,c,3,h,1,h,2,draw
9574,c,1,c,3,c,6,fourteen
9575,d,2,f,2,g,2,draw
9576,c,2,c,4,a,8,eight
9577,d,2,b,6,f,3,thirteen
9578,d,2,h,4,b,6,thirteen
9579,b,2,b,8,g,6,fourteen
9580,c,1,b,6,g,6,fourteen
9581,a,1,c,6,g,5,sixteen
9582,a,1,c,2,f,5,sixteen
9583,d,1,b,3,g,8,twelve
9584,b,1,e,7,b,7,fourteen
9585,d,4,a,1,h,2,eight
9586,c,2,b,3,d,5,fourteen
9587,d,2,f,5,e,5,draw
9588,d,3,a,7,f,4,twelve
9589,b,1,d,2,e,3,draw
9590,c,1,a,8,c,5,fourteen
9591,c,1,h,3,a,3,thirteen
9592,b,1,d,7,g,6,fifteen
9593,d,1,h,8,a,2,eight
9594,b,2,c,2,h,3,thirteen
9595,d,1,g,6,e,4,fifteen
9596,b,2,b,7,g,6,fourteen
9597,b,1,a,2,a,7,eleven
9598,c,2,h,3,f,7,thirteen
9599,c,1,b,7,b,6,draw
9600,c,2,a,5,b,6,draw
9601,a,1,h,7,d,2,fourteen
9602,d,1,h,8,g,3,fourteen
9603,d,3,h,3,g,2,draw
9604,a,1,e,1,d,1,draw
9605,c,1,e,8,g,4,thirteen
9606,c,3,e,8,f,1,nine
9607,d,2,c,6,d,6,draw
9608,c,3,c,2,c,1,six
9609,a,1,e,2,g,6,fourteen
9610,c,2,h,2,g,5,thirteen
9611,d,1,c,4,a,6,eleven
9612,b,1,c,7,g,1,nine
9613,b,1,d,1,h,2,eleven
9614,c,1,e,6,b,3,fourteen
9615,c,1,h,1,a,3,thirteen
9616,a,1,g,7,d,4,sixteen
9617,d,3,h,3,g,3,draw
9618,d,1,b,3,d,8,fourteen
9619,d,1,e,4,g,1,eight
9620,d,2,g,6,g,8,twelve
9621,c,1,d,1,c,7,eleven
9622,d,3,b,2,g,8,eleven
9623,d,3,f,3,c,8,eleven
9624,c,1,g,8,a,7,thirteen
9625,b,1,e,6,h,7,thirteen
9626,c,1,b,2,e,6,fifteen
9627,b,2,a,3,g,2,eight
9628,c,2,h,1,e,2,ten
9629,d,2,a,5,g,3,nine
9630,c,2,e,1,g,3,twelve
9631,d,1,h,6,h,7,draw
9632,c,1,f,2,c,5,fifteen
9633,d,3,g,7,a,2,six
9634,b,2,f,6,g,4,twelve
9635,c,1,f,3,f,2,draw
9636,d,3,g,7,f,3,twelve
9637,b,1,a,6,g,8,twelve
9638,b,2,c,6,d,1,ten
9639,b,1,f,6,h,4,thirteen
9640,c,2,g,3,h,3,draw
9641,c,3,d,5,d,1,eight
9642,d,3,d,6,a,6,eight
9643,a,1,a,8,h,5,fourteen
9644,b,1,b,7,b,5,fifteen
9645,c,3,f,5,g,1,nine
9646,c,2,c,8,h,5,twelve
9647,d,2,g,1,b,2,five
9648,b,2,g,3,e,2,nine
9649,d,1,f,1,h,7,eleven
9650,d,3,f,6,h,3,nine
9651,b,1,f,2,b,8,twelve
9652,d,2,a,8,b,2,eleven
9653,d,2,c,2,g,2,eight
9654,b,1,d,7,h,1,nine
9655,c,1,g,1,d,7,fourteen
9656,c,2,e,4,f,3,draw
9657,c,3,d,5,e,4,draw
9658,d,1,d,4,b,1,five
9659,d,1,f,3,f,2,draw
9660,b,1,d,6,g,8,thirteen
9661,d,1,b,8,a,4,eight
9662,d,2,h,3,f,8,twelve
9663,c,1,h,7,a,1,two
9664,b,2,f,2,h,4,twelve
9665,d,2,d,1,e,8,twelve
9666,c,1,g,2,e,1,seven
9667,c,3,d,2,e,4,thirteen
9668,d,2,h,6,h,8,twelve
9669,c,1,b,6,e,4,fifteen
9670,c,1,f,7,e,2,fifteen
9671,c,1,c,8,e,2,fourteen
9672,b,1,b,6,h,8,twelve
9673,c,3,e,3,e,5,twelve
9674,d,2,b,6,f,4,thirteen
9675,b,1,a,3,g,4,fourteen
9676,d,1,b,4,g,7,fourteen
9677,b,2,f,8,e,1,thirteen
9678,d,4,b,1,h,3,nine
9679,c,1,a,1,g,3,fourteen
9680,b,2,d,4,e,1,ten
9681,d,3,g,8,f,7,draw
9682,c,1,e,1,e,5,fourteen
9683,c,1,h,6,g,7,draw
9684,c,1,e,4,g,8,eleven
9685,d,3,d,7,d,8,draw
9686,d,1,b,7,d,5,fifteen
9687,d,1,b,2,f,3,fourteen
9688,b,2,g,6,g,5,draw
9689,d,1,c,4,b,8,nine
9690,d,2,b,2,a,3,draw
9691,d,2,a,4,g,7,eleven
9692,c,2,f,3,f,8,thirteen
9693,d,2,g,4,g,3,draw
9694,b,1,h,4,b,6,fourteen
9695,c,2,a,8,g,5,thirteen
9696,c,1,h,3,h,6,thirteen
9697,a,1,g,7,h,1,ten
9698,c,2,d,8,h,6,thirteen
9699,a,1,c,2,f,1,seven
9700,c,1,a,8,g,1,nine
9701,d,2,e,1,d,8,eleven
9702,c,3,b,7,f,2,ten
9703,d,3,h,7,g,8,draw
9704,d,1,h,3,b,1,four
9705,d,3,f,5,a,5,nine
9706,d,1,g,5,e,3,fourteen
9707,a,1,f,7,e,4,sixteen
9708,c,1,e,3,h,3,thirteen
9709,d,1,e,8,h,1,six
9710,d,3,d,6,f,3,nine
9711,d,1,h,4,e,7,fourteen
9712,d,4,e,6,c,1,eight
9713,c,2,a,7,f,3,thirteen
9714,d,3,a,5,g,6,eleven
9715,d,4,g,1,h,4,seven
9716,d,2,e,3,a,5,eleven
9717,d,3,h,7,d,6,twelve
9718,d,3,h,2,d,1,five
9719,b,1,f,1,h,3,twelve
9720,a,1,b,7,g,5,fifteen
9721,b,2,h,3,e,3,fifteen
9722,d,3,f,7,f,1,seven
9723,b,1,g,5,f,6,draw
9724,d,1,g,6,f,3,fifteen
9725,c,1,c,7,e,7,fifteen
9726,b,2,a,2,d,1,ten
9727,c,2,d,7,e,3,fourteen
9728,d,2,b,1,h,3,ten
9729,d,3,h,5,b,3,seven
9730,c,2,d,8,c,4,ten
9731,d,2,g,2,c,6,thirteen
9732,d,3,e,2,f,5,eleven
9733,a,1,f,6,e,2,sixteen
9734,a,1,f,7,g,6,draw
9735,d,4,e,8,e,1,eight
9736,c,1,b,6,e,8,thirteen
9737,b,1,f,2,h,3,thirteen
9738,d,1,e,7,a,4,twelve
9739,c,2,h,3,a,7,nine
9740,d,3,d,1,g,4,twelve
9741,d,2,d,3,c,5,eleven
9742,d,1,h,4,a,7,twelve
9743,d,3,h,2,c,8,eleven
9744,b,2,d,8,f,5,fourteen
9745,b,2,e,6,f,3,fourteen
9746,d,2,d,4,h,1,six
9747,c,2,g,8,g,2,thirteen
9748,c,2,b,3,f,3,fourteen
9749,d,3,a,2,h,3,nine
9750,d,4,h,6,a,1,seven
9751,b,1,d,1,h,8,thirteen
9752,d,2,a,7,b,2,eleven
9753,a,1,b,8,g,6,fifteen
9754,c,1,g,2,d,7,fourteen
9755,c,1,b,4,g,4,fourteen
9756,b,1,c,4,d,8,fourteen
9757,c,3,f,8,g,3,ten
9758,b,1,a,5,h,1,nine
9759,c,1,a,4,a,3,draw
9760,d,4,b,3,g,6,eleven
9761,c,2,h,8,h,7,draw
9762,c,2,b,1,e,5,fourteen
9763,b,2,a,8,d,3,fourteen
9764,b,1,h,1,a,3,twelve
9765,d,1,d,5,g,6,fourteen
9766,d,1,d,5,g,4,thirteen
9767,d,4,c,1,g,7,eleven
9768,d,4,f,2,f,4,ten
9769,c,3,e,7,h,1,eight
9770,c,2,h,4,f,3,nine
9771,c,2,d,3,b,4,eleven
9772,b,2,g,6,e,5,fifteen
9773,c,1,f,1,f,2,draw
9774,d,1,e,4,b,2,seven
9775,c,2,d,2,b,6,ten
9776,b,2,f,8,g,1,eleven
9777,d,2,f,7,f,2,ten
9778,b,1,g,2,f,8,fourteen
9779,d,1,e,5,e,8,fourteen
9780,d,1,h,5,c,4,thirteen
9781,c,1,a,5,f,4,thirteen
9782,b,1,a,5,c,7,fourteen
9783,b,1,e,1,b,7,thirteen
9784,d,2,f,8,e,7,draw
9785,d,4,e,3,b,1,eight
9786,d,3,f,8,b,1,five
9787,b,1,h,6,f,7,thirteen
9788,c,2,b,7,h,3,eleven
9789,d,2,h,5,f,4,twelve
9790,d,1,a,2,b,2,draw
9791,b,1,g,2,a,5,twelve
9792,b,2,d,5,e,1,eleven
9793,b,1,h,6,b,7,twelve
9794,c,2,f,5,b,4,thirteen
9795,a,1,h,7,f,2,fourteen
9796,b,1,a,2,e,2,fourteen
9797,c,3,c,2,h,6,twelve
9798,c,1,a,4,h,5,fourteen
9799,c,2,g,8,h,4,eight
9800,d,1,e,4,h,7,eleven
9801,c,2,f,1,e,2,draw
9802,b,1,c,7,a,6,eleven
9803,d,2,a,2,g,7,thirteen
9804,b,2,d,2,f,2,fourteen
9805,d,3,d,5,e,5,draw
9806,d,3,c,2,g,1,four
9807,b,1,g,1,f,3,fourteen
9808,c,1,c,5,g,4,twelve
9809,a,1,e,4,f,1,twelve
9810,d,1,f,3,g,3,draw
9811,c,3,d,4,h,8,eleven
9812,c,3,g,8,f,2,eleven
9813,b,2,f,2,f,6,fourteen
9814,d,4,h,5,f,3,eleven
9815,b,1,g,3,e,8,fourteen
9816,b,1,g,3,b,7,thirteen
9817,b,1,c,4,g,7,fourteen
9818,c,2,b,2,c,5,fourteen
9819,b,1,c,8,b,7,draw
9820,c,1,d,8,h,5,twelve
9821,d,1,b,1,b,2,draw
9822,c,1,g,6,h,2,nine
9823,d,2,f,3,f,2,draw
9824,c,1,a,5,f,7,thirteen
9825,d,2,h,5,a,6,twelve
9826,d,2,h,5,e,6,twelve
9827,d,3,e,3,g,6,eleven
9828,d,1,d,7,b,2,thirteen
9829,c,1,f,7,b,5,fifteen
9830,c,1,b,4,d,8,fourteen
9831,c,2,c,7,f,8,ten
9832,d,3,h,7,b,6,eleven
9833,d,4,a,1,h,7,nine
9834,d,3,a,2,b,5,twelve
9835,d,4,d,1,f,4,eleven
9836,d,2,g,3,f,1,six
9837,d,4,h,4,a,1,six
9838,b,1,c,1,c,6,fourteen
9839,d,1,b,5,h,1,six
9840,c,3,a,6,h,1,nine
9841,c,2,h,4,d,8,thirteen
9842,b,1,h,2,e,2,thirteen
9843,c,2,a,5,e,8,twelve
9844,d,2,c,2,h,5,thirteen
9845,d,1,b,2,h,2,eight
9846,a,1,g,3,h,6,eleven
9847,d,1,f,7,d,3,fifteen
9848,d,1,f,1,d,7,fourteen
9849,d,2,c,6,b,7,draw
9850,d,1,b,5,f,3,thirteen
9851,d,1,d,5,b,3,thirteen
9852,b,1,b,4,c,6,fifteen
9853,d,4,b,6,c,1,eight
9854,a,1,h,6,c,1,eleven
9855,d,2,f,2,f,6,thirteen
9856,c,2,d,2,e,8,thirteen
9857,c,1,h,5,h,4,draw
9858,d,1,c,2,d,7,fourteen
9859,c,2,b,8,f,6,thirteen
9860,d,1,h,4,b,3,seven
9861,b,1,e,8,d,6,fourteen
9862,d,1,b,6,c,6,draw
9863,b,2,d,6,h,7,eleven
9864,d,4,f,2,g,4,ten
9865,c,3,d,4,f,4,twelve
9866,c,1,h,8,c,6,fourteen
9867,d,4,f,3,c,2,seven
9868,a,1,f,4,f,3,draw
9869,d,2,a,4,c,4,thirteen
9870,c,1,b,6,h,8,twelve
9871,c,1,f,5,g,8,eleven
9872,d,3,e,3,h,7,ten
9873,d,3,f,4,e,1,one
9874,d,4,a,8,f,2,ten
9875,d,3,g,3,e,5,twelve
9876,c,1,d,8,f,5,fourteen
9877,d,1,g,2,a,8,twelve
9878,d,3,c,4,f,1,seven
9879,d,3,e,3,f,2,six
9880,d,1,a,7,h,2,eight
9881,c,1,a,5,g,1,nine
9882,c,2,e,6,a,5,twelve
9883,c,1,d,7,f,7,fifteen
9884,a,1,g,6,f,6,draw
9885,d,2,b,6,e,5,fourteen
9886,c,1,b,6,f,2,twelve
9887,c,2,a,8,b,5,twelve
9888,d,2,b,6,d,5,fourteen
9889,d,2,b,8,g,3,twelve
9890,c,2,h,5,b,8,twelve
9891,d,1,d,2,b,8,eleven
9892,c,1,f,6,a,1,two
9893,c,2,e,6,e,8,twelve
9894,c,1,d,8,f,7,fourteen
9895,d,1,e,4,f,1,eight
9896,c,1,h,2,d,3,fourteen
9897,c,1,d,6,e,4,fifteen
9898,d,2,h,8,d,8,twelve
9899,c,2,e,5,f,4,draw
9900,c,2,h,8,a,8,twelve
9901,b,1,f,7,f,2,fifteen
9902,d,3,c,4,b,6,eight
9903,d,4,g,1,b,2,eight
9904,b,2,b,7,h,3,thirteen
9905,b,1,g,6,g,5,draw
9906,c,1,h,4,a,5,thirteen
9907,b,1,e,6,e,4,fifteen
9908,d,3,g,6,g,5,draw
9909,d,1,e,4,e,7,thirteen
9910,c,1,b,8,f,2,twelve
9911,d,2,a,8,g,7,twelve
9912,d,1,h,8,c,6,fourteen
9913,d,1,f,2,b,8,twelve
9914,b,1,g,2,d,5,fifteen
9915,d,2,a,7,f,7,thirteen
9916,b,2,e,6,e,4,fourteen
9917,d,3,c,4,a,6,eight
9918,b,2,d,8,e,4,fourteen
9919,b,1,b,3,e,8,fourteen
9920,c,2,h,7,f,4,fourteen
9921,d,3,a,3,f,1,six
9922,b,2,c,3,h,1,eight
9923,d,1,h,2,d,7,fourteen
9924,a,1,e,5,g,1,twelve
9925,d,3,h,6,f,7,eleven
9926,c,2,f,7,a,1,one
9927,c,2,e,3,d,5,thirteen
9928,d,3,g,4,f,3,draw
9929,d,1,f,7,b,1,five
9930,d,1,h,8,f,5,fourteen
9931,d,3,e,2,a,1,three
9932,b,1,g,1,d,1,ten
9933,d,3,c,7,g,6,twelve
9934,d,3,e,2,b,5,eleven
9935,d,3,d,6,f,2,eight
9936,c,1,a,1,f,7,fourteen
9937,c,1,a,2,d,3,fourteen
9938,c,2,a,2,c,6,thirteen
9939,b,1,a,4,d,5,fourteen
9940,c,2,d,8,e,8,draw
9941,b,1,d,4,e,3,draw
9942,a,1,h,3,g,6,sixteen
9943,b,1,c,1,h,8,thirteen
9944,b,1,h,4,g,8,thirteen
9945,d,2,b,7,h,2,eight
9946,a,1,b,2,d,4,sixteen
9947,c,2,a,4,d,7,thirteen
9948,c,3,f,5,c,1,two
9949,b,2,h,8,f,5,fourteen
9950,d,2,h,1,h,8,eleven
9951,a,1,d,7,h,5,fifteen
9952,d,1,d,4,h,4,thirteen
9953,d,2,e,4,g,4,ten
9954,b,1,f,6,e,4,sixteen
9955,a,1,g,2,f,5,sixteen
9956,b,1,g,2,a,6,eleven
9957,d,2,f,8,e,5,fourteen
9958,d,1,e,2,b,8,twelve
9959,d,2,a,3,f,1,six
9960,a,1,d,4,f,4,sixteen
9961,b,2,b,6,f,2,twelve
9962,d,1,b,4,e,4,fourteen
9963,c,1,g,6,e,7,thirteen
9964,a,1,e,6,d,1,fifteen
9965,c,2,h,7,a,1,one
9966,a,1,a,7,c,1,twelve
9967,c,2,c,1,d,6,thirteen
