,white_king_edge_dist,white_rook_edge_dist,black_king_edge_dist,white_king_in_corner,white_rook_in_corner,black_king_in_corner,wking_wrook_dist_x,wking_wrook_dist_y,wking_bking_dist_x,wking_bking_dist_y,wrook_bking_dist_x,wrook_bking_dist_y,result
11697,1,2,1,0,0,0,1,6,0,7,1,1,-1
11698,2,1,4,0,0,0,5,2,1,3,4,1,13
11699,1,2,3,0,0,0,3,6,3,3,0,3,15
11700,3,1,3,0,0,0,1,2,2,1,1,3,11
11701,4,1,2,0,0,0,2,4,3,1,5,5,10
11702,2,1,2,0,0,0,1,0,5,0,6,0,11
11703,1,1,1,0,0,0,4,0,3,0,1,0,-1
11704,2,1,1,0,0,0,2,1,5,3,7,2,13
11705,2,1,4,0,0,0,1,1,1,2,2,3,14
11706,2,3,1,0,0,0,1,1,1,6,0,5,13
11707,3,2,1,0,0,0,2,3,4,3,6,0,9
11708,3,3,2,0,0,0,2,3,1,4,1,1,-1
11709,1,3,1,0,0,1,2,2,4,7,2,5,10
11710,1,3,1,0,0,0,2,2,3,0,1,2,7
11711,1,3,2,0,0,0,2,2,2,1,0,1,-1
11712,3,1,1,0,0,0,3,0,4,3,7,3,11
11713,1,1,2,0,0,0,1,1,5,1,6,0,11
11714,2,1,1,0,0,0,1,6,4,3,5,3,11
11715,2,1,1,0,0,0,1,1,6,2,7,1,13
11716,2,3,1,0,0,0,3,4,2,6,1,2,12
11717,1,1,2,0,0,0,4,7,3,6,1,1,-1
11718,1,3,3,0,0,0,2,3,2,2,0,1,-1
11719,1,3,2,0,0,0,1,2,3,1,4,1,6
11720,2,2,1,0,0,0,2,3,4,2,6,1,8
11721,1,3,3,1,0,0,3,2,2,2,1,0,-1
11722,1,1,2,0,0,0,1,0,1,6,0,6,13
11723,1,3,2,0,0,0,2,3,3,6,1,3,9
11724,1,2,1,1,0,0,1,4,7,3,6,1,13
11725,3,1,1,0,0,0,3,4,4,1,7,5,8
11726,1,2,2,0,0,0,3,4,1,6,2,2,14
11727,1,2,3,1,0,0,4,1,5,4,1,3,14
11728,4,1,2,0,0,0,4,2,3,1,1,3,11
11729,1,2,1,0,0,0,0,1,4,7,4,6,14
11730,2,2,1,0,0,0,5,4,6,4,1,0,-1
11731,1,1,4,0,1,0,1,7,2,4,3,3,14
11732,3,4,1,0,0,0,0,2,4,4,4,2,10
11733,1,3,1,0,0,0,4,3,6,1,2,2,11
11734,2,4,2,0,0,0,1,2,1,5,0,3,12
11735,3,2,2,0,0,0,1,1,4,1,3,0,11
11736,3,1,2,0,0,0,2,4,4,0,6,4,12
11737,1,2,1,1,0,0,1,4,7,1,6,3,12
11738,2,2,3,0,0,0,1,5,3,3,2,2,14
11739,1,1,1,0,0,0,1,2,1,3,0,1,-1
11740,2,2,1,0,0,0,1,5,2,6,3,1,10
11741,1,1,1,1,0,0,7,4,7,6,0,2,15
11742,1,3,3,0,0,0,0,5,0,4,0,1,-1
11743,2,2,1,0,0,0,2,1,2,6,0,5,11
11744,2,3,1,0,0,0,1,4,3,0,2,4,10
11745,3,2,4,0,0,0,3,1,2,2,1,3,13
11746,1,1,1,0,1,0,6,0,2,7,4,7,14
11747,3,2,1,0,0,0,4,2,3,2,1,4,11
11748,1,2,3,0,0,0,3,6,1,2,2,4,15
11749,2,1,1,0,0,0,2,1,1,6,1,7,11
11750,2,2,1,0,0,0,3,2,4,2,1,0,-1
11751,1,1,1,0,0,0,1,7,3,4,4,3,12
11752,2,1,3,0,0,0,1,0,4,3,5,3,14
11753,1,2,1,0,0,0,3,3,1,7,4,4,14
11754,3,2,1,0,0,0,0,1,4,4,4,5,11
11755,3,1,1,0,1,0,5,5,3,2,2,7,10
11756,3,2,1,0,0,0,0,1,3,4,3,5,8
11757,1,3,4,0,0,0,1,2,2,4,1,2,15
11758,3,2,1,0,0,0,0,1,5,4,5,5,11
11759,1,1,1,1,0,0,0,3,6,0,6,3,11
11760,1,2,1,0,0,0,3,6,1,7,2,1,11
11761,1,2,3,1,0,0,1,6,3,2,2,4,16
11762,3,3,2,0,0,0,0,2,4,2,4,0,12
11763,1,1,4,0,0,0,3,2,1,3,4,1,14
11764,3,1,2,0,0,0,1,5,3,1,2,4,11
11765,1,1,1,0,0,0,2,0,2,7,4,7,14
11766,2,1,1,0,0,0,2,1,2,6,4,7,13
11767,1,2,3,1,0,0,5,1,5,4,0,3,16
11768,3,1,3,0,0,0,3,4,1,2,2,2,12
11769,4,3,1,0,0,0,1,1,4,3,5,2,10
11770,3,2,4,0,0,0,1,0,2,1,3,1,13
11771,1,2,2,0,0,0,3,6,3,3,0,3,14
11772,1,1,2,0,1,0,1,7,0,5,1,2,14
11773,1,2,1,0,0,0,1,6,1,7,0,1,-1
11774,1,1,1,1,0,0,3,7,3,0,0,7,13
11775,4,2,2,0,0,0,1,3,3,0,2,3,11
11776,1,1,1,0,0,0,1,7,5,3,6,4,12
11777,2,2,3,0,0,0,1,5,2,4,3,1,14
11778,4,3,1,0,0,0,1,1,4,1,5,2,9
11779,2,3,2,0,0,0,3,2,3,0,0,2,9
11780,1,3,3,1,0,0,2,5,5,2,3,3,16
11781,2,3,1,0,0,0,1,3,4,4,5,1,12
11782,1,2,2,0,0,0,4,2,1,2,5,0,14
11783,3,2,1,0,0,0,3,3,2,5,1,2,11
11784,1,1,4,0,0,0,5,7,3,3,2,4,15
11785,4,3,2,0,0,0,1,1,3,1,4,2,10
11786,2,4,2,0,0,0,1,3,1,5,0,2,13
11787,2,1,1,0,0,0,3,6,6,2,3,4,13
11788,1,2,2,1,0,0,1,4,6,4,5,0,14
11789,2,1,2,0,0,0,1,6,1,5,2,1,11
11790,1,2,3,0,0,0,2,1,1,3,3,2,15
11791,3,1,1,0,0,0,1,5,1,2,2,7,8
11792,2,1,2,0,0,0,3,1,1,5,2,4,13
11793,1,3,1,0,0,0,1,5,3,6,4,1,13
11794,4,3,1,0,0,0,0,1,4,2,4,1,7
11795,1,1,2,1,0,0,7,1,6,4,1,3,15
11796,2,1,2,0,0,0,4,3,0,5,4,2,12
11797,1,3,1,0,0,0,0,2,3,1,3,1,4
11798,2,1,2,0,1,0,2,1,2,0,4,1,10
11799,1,1,4,0,0,0,2,5,1,3,3,2,14
11800,1,3,4,0,0,0,0,2,2,3,2,1,14
11801,3,1,1,0,0,0,5,2,1,2,6,4,2
11802,1,4,2,0,0,0,0,4,0,6,0,2,14
11803,3,1,3,0,1,0,4,5,1,3,5,2,12
11804,1,2,1,1,0,1,6,2,7,7,1,5,10
11805,2,1,1,0,1,0,5,1,5,1,0,2,12
11806,1,3,2,0,0,0,2,2,3,3,1,1,-1
11807,2,1,3,0,0,0,2,6,2,4,0,2,14
11808,3,3,1,0,0,0,1,0,3,5,4,5,12
11809,3,2,3,0,0,0,1,1,3,1,2,2,13
11810,2,4,1,0,0,0,2,3,4,6,2,3,10
11811,3,2,2,0,0,0,2,3,1,4,1,1,-1
11812,3,1,1,0,0,0,1,5,4,1,3,6,8
11813,1,2,3,0,0,0,2,4,1,5,1,1,-1
11814,2,1,2,0,0,0,4,5,2,4,6,1,13
11815,3,3,2,0,0,0,2,2,3,1,1,3,8
11816,1,4,1,0,0,0,1,4,5,5,4,1,12
11817,3,2,2,0,0,0,0,1,4,4,4,5,12
11818,1,3,1,0,0,0,2,5,5,5,3,0,14
11819,1,1,2,0,0,0,5,4,4,2,1,2,13
11820,1,1,4,0,0,0,3,4,1,3,4,1,12
11821,3,2,2,0,0,0,3,0,2,1,1,1,-1
11822,1,3,1,0,0,1,1,2,3,0,2,2,5
11823,2,2,2,0,0,0,2,2,3,5,5,3,11
11824,1,1,1,0,0,0,1,2,6,1,7,1,8
11825,1,4,2,0,0,0,0,4,1,6,1,2,13
11826,1,2,4,0,0,0,3,6,0,3,3,3,15
11827,3,1,2,0,1,0,2,2,3,1,5,1,10
11828,2,2,1,0,0,0,1,5,2,2,1,3,7
11829,1,1,2,1,0,0,2,7,6,4,4,3,15
11830,3,1,4,0,0,0,0,2,1,2,1,4,12
11831,1,1,1,1,0,0,1,0,7,4,6,4,14
11832,1,4,1,0,0,0,2,3,5,0,3,3,9
11833,2,1,3,0,0,0,6,1,4,4,2,3,14
11834,1,1,4,0,0,0,0,7,0,3,0,4,14
11835,1,2,1,0,0,0,2,4,3,7,5,3,13
11836,1,2,3,0,0,0,4,2,2,2,2,0,15
11837,3,3,1,0,0,0,2,3,2,2,4,5,5
11838,2,3,3,0,0,0,0,4,2,4,2,0,14
11839,1,1,1,1,0,0,6,0,5,0,1,0,-1
11840,3,1,1,0,0,0,4,1,4,0,0,1,-1
11841,1,1,4,1,1,0,7,7,3,3,4,4,16
11842,2,1,1,0,0,0,2,1,3,2,5,3,11
11843,4,2,3,0,0,0,3,2,2,1,1,1,-1
11844,2,2,3,0,0,0,3,5,1,4,2,1,14
11845,1,2,3,0,0,0,2,2,1,4,1,2,15
11846,2,2,2,0,0,0,5,4,4,0,1,4,14
11847,1,1,1,0,0,1,2,1,5,7,7,6,12
11848,3,2,1,0,0,0,2,3,2,5,0,2,11
11849,1,2,2,0,0,0,0,1,5,5,5,4,14
11850,1,1,4,0,0,0,4,4,1,3,3,1,13
11851,3,1,1,0,0,0,2,2,1,2,1,0,-1
11852,4,1,2,0,0,0,2,3,2,2,4,1,10
11853,1,3,2,0,0,0,3,5,4,1,1,4,11
11854,3,2,2,0,0,0,1,4,3,4,2,0,11
11855,4,2,1,0,0,0,2,1,1,3,3,4,9
11856,1,2,1,0,0,0,1,1,4,3,3,2,12
11857,1,1,1,0,0,0,1,0,3,3,2,3,11
11858,1,1,2,0,0,0,3,4,2,2,1,2,13
11859,2,1,1,0,0,0,4,6,1,6,3,0,13
11860,2,1,3,0,0,0,3,6,4,3,1,3,13
11861,1,1,1,0,0,0,1,7,2,7,1,0,-1
11862,1,3,1,0,0,0,1,3,4,4,5,1,14
11863,1,1,1,0,0,0,6,5,1,6,7,1,12
11864,2,3,1,0,0,0,2,3,2,6,4,3,12
11865,2,1,2,0,0,0,2,3,4,4,6,1,12
11866,3,2,1,0,0,0,1,4,2,2,3,6,10
11867,1,1,2,0,0,0,3,0,4,2,1,2,11
11868,2,1,2,0,0,0,1,1,2,0,1,1,14
11869,2,2,1,0,0,0,1,0,3,6,4,6,13
11870,1,1,1,0,1,0,6,0,5,7,1,7,14
11871,3,2,3,0,0,0,1,1,2,0,3,1,12
11872,1,1,1,0,0,0,5,0,1,6,6,6,11
11873,2,2,1,0,0,0,5,3,6,5,1,2,10
11874,3,1,3,0,0,0,3,1,2,1,5,0,12
11875,2,3,1,0,0,1,2,2,3,1,5,3,4
11876,1,4,1,0,0,0,3,4,1,7,2,3,14
11877,2,3,2,0,0,0,3,1,1,5,2,4,13
11878,2,3,2,0,0,0,1,4,1,5,0,1,-1
11879,1,1,1,0,0,0,1,0,2,3,1,3,7
11880,1,2,2,0,0,0,5,3,0,2,5,1,13
11881,2,1,1,0,0,0,6,0,3,1,3,1,7
11882,2,2,1,0,0,0,1,5,1,6,2,1,10
11883,3,2,2,0,0,0,1,1,2,1,3,0,10
11884,1,3,1,0,0,0,2,3,3,0,1,3,6
11885,2,2,1,0,0,0,3,0,4,5,1,5,6
11886,2,1,3,0,1,0,3,1,2,3,5,4,14
11887,1,3,2,0,0,0,4,5,0,5,4,0,15
11888,3,1,1,0,0,0,4,1,4,1,0,2,8
11889,2,1,2,0,0,0,2,1,1,3,3,4,12
11890,4,1,1,0,1,0,4,3,0,3,4,0,9
11891,3,2,1,0,0,1,2,1,3,2,1,3,3
11892,1,3,1,0,0,0,3,2,2,7,1,5,14
11893,2,1,4,0,0,0,4,1,1,2,3,1,13
11894,1,1,3,0,1,0,4,0,1,2,3,2,14
11895,2,1,1,0,0,0,1,1,5,5,4,6,12
11896,1,3,1,0,0,1,0,2,2,7,2,5,9
11897,1,2,4,1,0,0,6,1,4,4,2,3,16
11898,1,2,3,0,0,0,1,3,3,5,4,2,14
11899,2,2,2,0,0,0,1,1,1,3,0,2,12
11900,2,2,1,0,0,0,2,1,3,1,1,0,-1
11901,1,4,4,0,0,0,2,3,3,4,1,1,-1
11902,1,2,1,1,0,0,4,1,5,0,1,1,-1
11903,2,4,1,0,0,1,1,2,3,1,4,3,4
11904,1,1,2,0,0,0,3,0,2,4,5,4,14
11905,2,3,1,0,0,0,0,1,2,6,2,5,11
11906,1,2,2,0,0,0,1,4,4,3,5,1,12
11907,4,3,2,0,0,0,1,2,0,2,1,4,8
11908,2,1,3,0,0,0,3,5,1,2,2,3,13
11909,2,4,3,0,0,0,1,2,2,1,1,1,-1
11910,1,2,3,1,0,0,3,1,5,4,2,3,15
11911,1,2,4,0,0,0,2,6,0,4,2,2,15
11912,2,2,1,0,0,1,5,3,6,1,1,4,9
11913,1,2,1,0,0,0,4,2,3,0,1,2,8
11914,2,1,4,0,0,0,4,1,2,2,2,3,13
11915,2,1,1,0,0,0,3,4,4,2,7,2,13
11916,1,1,1,0,0,0,4,4,3,4,7,0,13
11917,1,2,2,1,0,0,4,6,5,1,1,5,14
11918,2,3,3,0,0,0,0,3,3,2,3,1,11
11919,1,1,2,0,0,0,3,4,2,3,1,1,-1
11920,1,1,1,0,0,0,5,3,2,7,3,4,14
11921,1,3,1,0,0,0,1,2,2,0,1,2,7
11922,2,1,1,0,0,0,2,1,3,6,5,5,12
11923,2,4,3,0,0,0,1,2,3,1,2,1,9
11924,1,2,1,0,0,0,0,4,1,5,1,1,-1
11925,3,1,1,0,0,0,3,1,1,2,4,3,7
11926,1,1,3,1,0,0,7,4,3,2,4,2,15
11927,1,3,1,0,0,0,2,5,3,5,5,0,14
11928,1,1,2,0,1,0,1,7,0,4,1,3,14
11929,2,1,2,0,1,0,3,1,2,0,1,1,-1
11930,1,1,2,1,0,0,6,0,6,4,0,4,15
11931,1,1,3,1,0,0,6,0,2,2,4,2,15
11932,4,3,2,0,0,0,1,1,1,2,0,1,9
11933,3,3,1,0,0,0,1,1,4,0,5,1,6
11934,1,1,2,0,0,0,1,2,0,4,1,2,15
11935,3,1,1,0,0,0,2,3,1,2,1,5,1
11936,1,1,1,0,0,0,0,7,5,0,5,7,9
11937,1,1,4,0,0,0,1,7,0,3,1,4,14
11938,2,2,1,0,0,0,1,5,3,4,2,1,9
11939,3,1,1,0,0,0,5,4,2,2,3,6,9
11940,1,2,1,0,0,0,1,6,4,6,3,0,12
11941,1,1,3,0,0,0,1,2,1,4,2,2,15
11942,2,1,2,0,0,0,1,6,3,2,2,4,12
11943,2,1,2,0,0,0,5,5,0,5,5,0,13
11944,3,1,1,0,0,0,5,1,5,2,0,1,-1
11945,1,2,3,0,0,0,0,4,4,2,4,2,14
11946,4,1,1,0,0,0,1,4,1,3,2,7,9
11947,1,3,3,0,0,0,1,2,2,5,3,3,14
11948,1,1,2,0,0,0,1,1,5,3,6,2,14
11949,1,1,2,1,0,0,7,1,5,1,2,0,15
11950,3,1,1,0,0,0,2,5,0,5,2,0,12
11951,1,1,1,1,0,0,0,5,7,2,7,3,14
11952,2,2,1,0,0,0,1,0,2,1,3,1,4
11953,3,1,1,0,0,0,1,2,3,5,2,7,10
11954,3,3,1,0,0,0,1,2,1,5,2,3,11
11955,1,1,1,0,0,0,2,2,2,6,0,4,11
11956,2,1,2,0,0,0,0,6,2,5,2,1,13
11957,2,3,3,0,0,0,1,2,3,1,2,1,11
11958,2,3,3,0,0,0,1,1,1,3,2,2,13
11959,1,2,1,0,0,0,2,1,6,4,4,3,14
11960,1,2,1,0,0,0,5,6,6,6,1,0,-1
11961,2,2,4,0,0,0,4,3,1,2,3,1,13
11962,2,2,2,0,0,0,4,5,5,4,1,1,-1
11963,1,3,2,0,0,0,1,5,3,4,4,1,15
11964,1,4,2,0,0,0,1,3,4,2,3,1,8
11965,4,1,2,0,0,0,4,1,2,2,2,1,9
11966,2,2,2,0,0,0,0,4,2,0,2,4,12
11967,1,1,2,0,0,0,1,0,1,3,0,3,15
11968,1,1,2,1,0,0,7,4,6,5,1,1,-1
11969,2,3,2,0,0,0,0,1,4,4,4,3,13
11970,1,3,2,1,0,0,2,4,6,1,4,3,13
11971,1,1,1,0,0,1,1,2,6,0,7,2,8
11972,1,1,2,0,0,0,5,7,5,4,0,3,14
11973,3,2,1,0,0,0,3,1,1,2,2,1,6
11974,1,2,1,0,0,0,0,6,3,6,3,0,12
11975,2,2,3,0,0,0,5,2,4,3,1,1,-1
11976,2,1,1,0,0,0,5,5,2,0,7,5,2
11977,3,2,3,0,0,0,4,0,3,2,1,2,14
11978,1,2,1,0,0,0,1,1,3,0,2,1,6
11979,1,2,3,0,0,0,5,1,2,2,3,1,15
11980,1,1,2,1,1,0,0,7,6,3,6,4,15
11981,2,1,2,0,0,0,3,6,5,4,2,2,13
11982,3,3,1,0,0,0,2,0,0,5,2,5,12
11983,1,3,1,0,0,0,2,2,6,1,4,1,7
11984,1,1,1,0,0,0,3,6,3,0,6,6,6
11985,1,1,1,0,0,0,6,6,1,4,7,2,14
11986,1,2,2,0,0,0,5,3,1,6,4,3,14
11987,1,1,1,0,0,0,5,4,4,7,1,3,13
11988,2,1,1,0,0,0,5,1,6,1,1,2,9
11989,1,1,1,0,1,0,6,7,6,2,0,5,13
11990,3,2,2,0,0,0,3,2,2,1,5,3,6
11991,2,1,1,0,0,0,2,1,3,6,1,7,12
11992,1,2,2,0,0,0,1,1,3,2,4,1,14
11993,1,3,1,1,0,0,2,2,5,0,3,2,10
11994,2,2,1,0,0,0,4,5,6,5,2,0,12
11995,2,2,4,0,0,0,1,0,1,3,0,3,14
11996,1,1,2,0,0,0,1,0,2,5,3,5,14
11997,1,1,1,0,0,0,5,1,1,7,6,6,12
11998,3,3,1,0,0,0,3,2,5,2,2,0,11
11999,1,1,1,1,0,0,0,4,3,0,3,4,12
12000,1,1,1,0,0,0,3,2,1,7,2,5,14
12001,1,3,1,0,0,1,0,5,3,0,3,5,5
12002,1,3,2,0,0,0,2,3,2,6,0,3,14
12003,3,2,2,0,0,0,4,1,4,0,0,1,-1
12004,1,1,2,0,0,0,2,7,2,1,0,6,15
12005,1,1,2,0,1,0,3,0,2,6,5,6,14
12006,2,3,1,0,0,0,2,1,3,1,1,2,8
12007,1,3,1,0,0,0,1,2,4,1,3,1,5
12008,2,2,1,0,0,1,1,4,5,6,6,2,11
12009,2,2,3,0,0,0,4,5,3,4,1,1,-1
12010,2,2,2,0,0,0,0,2,5,2,5,0,14
12011,2,2,2,0,0,0,2,4,0,5,2,1,12
12012,2,1,1,0,0,0,3,2,3,4,0,2,11
12013,2,2,1,0,0,0,4,4,3,6,1,2,12
12014,1,1,3,0,0,0,5,2,0,5,5,3,14
12015,1,1,1,0,0,0,1,7,5,1,6,6,9
12016,1,1,4,0,0,0,3,0,0,4,3,4,15
12017,3,2,1,0,0,0,2,1,3,1,5,0,6
12018,1,3,2,0,0,0,3,3,1,5,4,2,14
12019,1,3,2,0,0,0,0,2,1,3,1,1,-1
12020,1,2,1,1,0,0,5,6,7,3,2,3,13
12021,3,3,1,0,0,0,0,3,1,2,1,5,8
12022,1,1,3,0,1,0,6,0,4,5,2,5,15
12023,1,4,1,0,0,0,1,4,5,2,4,2,10
12024,4,2,2,0,0,0,3,2,0,2,3,4,8
12025,3,2,1,0,0,0,2,4,3,1,1,5,4
12026,1,1,3,0,1,0,4,7,1,2,5,5,14
12027,1,2,1,1,0,0,4,1,7,6,3,5,14
12028,1,1,2,0,1,0,4,0,3,5,1,5,14
12029,1,2,1,0,0,0,0,3,1,4,1,1,-1
12030,1,2,3,0,0,0,5,2,1,3,4,1,15
12031,3,2,1,0,0,0,2,1,2,5,0,6,12
12032,2,4,2,0,0,0,1,3,3,2,2,1,12
12033,2,1,1,0,0,0,1,6,2,2,3,4,10
12034,1,4,1,0,0,0,1,3,2,1,3,2,5
12035,1,3,1,0,0,0,2,5,4,6,2,1,10
12036,1,4,1,0,0,0,0,4,4,4,4,0,12
12037,2,3,1,0,0,0,1,4,1,6,0,2,12
12038,1,1,3,0,0,0,5,1,0,2,5,1,14
12039,3,3,1,0,0,0,3,1,5,1,2,2,9
12040,2,1,1,0,1,0,1,6,6,4,7,2,13
12041,3,1,1,0,0,0,5,0,5,1,0,1,-1
12042,2,1,3,0,1,0,5,6,0,3,5,3,13
12043,1,3,3,0,0,0,0,4,0,5,0,1,-1
12044,2,2,1,0,0,0,1,0,1,6,0,6,13
12045,2,2,3,0,0,0,3,5,2,1,1,4,14
12046,3,1,1,0,0,1,4,1,4,2,0,3,6
12047,4,1,2,0,0,0,2,3,3,1,5,4,11
12048,2,3,2,0,0,0,1,2,2,5,1,3,8
12049,1,2,1,0,0,0,1,2,5,2,6,0,13
12050,2,4,1,0,0,0,2,2,6,0,4,2,9
12051,4,2,1,0,0,0,0,2,2,3,2,1,4
12052,3,3,1,0,0,1,2,0,3,5,5,5,9
12053,2,1,1,0,0,0,0,1,5,3,5,4,12
12054,4,3,2,0,0,0,1,1,0,2,1,1,8
12055,2,3,1,0,0,0,4,4,6,4,2,0,12
12056,2,3,3,0,0,0,2,4,3,1,1,3,14
12057,1,1,1,0,1,0,3,0,1,7,4,7,14
12058,3,3,2,0,0,0,2,2,2,1,0,3,8
12059,3,1,1,0,0,0,4,0,3,4,7,4,9
12060,1,1,2,0,0,0,4,0,3,1,1,1,-1
12061,3,3,2,0,0,0,1,3,3,0,2,3,11
12062,2,1,1,0,0,0,5,5,2,6,3,1,10
12063,2,1,3,0,0,0,0,6,2,4,2,2,14
12064,3,3,1,0,0,0,1,0,5,1,4,1,12
12065,1,1,1,0,0,0,2,1,1,7,3,6,14
12066,2,2,4,0,0,0,5,0,2,2,3,2,14
12067,3,4,2,0,0,0,0,2,3,4,3,2,11
12068,1,2,2,0,0,0,4,6,4,5,0,1,-1
12069,3,2,1,0,0,0,4,1,5,2,1,1,-1
12070,1,2,3,0,0,0,2,6,4,5,2,1,16
12071,3,3,1,0,0,0,0,1,5,1,5,2,8
12072,1,1,2,0,0,0,6,4,0,3,6,1,14
12073,3,3,3,0,0,0,2,0,3,0,1,0,-1
12074,3,1,3,0,0,0,3,5,3,2,0,3,13
12075,1,1,3,0,0,0,4,2,2,4,2,2,14
12076,1,1,4,0,0,0,2,4,1,3,3,1,13
12077,1,1,1,0,0,0,4,7,3,0,1,7,13
12078,3,2,2,0,0,0,0,1,3,1,3,0,13
12079,1,1,1,0,0,0,2,4,2,0,4,4,9
12080,1,3,1,1,0,0,3,5,7,3,4,2,15
12081,3,2,2,0,0,0,2,4,0,4,2,0,13
12082,1,1,2,0,0,0,5,1,4,3,1,2,14
12083,3,1,1,0,0,0,2,1,3,2,5,3,9
12084,1,1,2,0,0,0,0,7,1,5,1,2,10
12085,1,1,2,0,0,0,1,1,4,1,5,0,12
12086,2,1,2,0,1,0,3,1,2,1,1,2,13
12087,1,2,1,0,0,0,3,1,4,0,1,1,-1
12088,2,2,2,0,0,0,3,5,1,4,4,1,14
12089,1,4,2,0,0,0,1,4,3,1,2,3,14
12090,2,2,1,0,0,0,4,5,5,3,1,2,8
12091,2,2,1,0,0,0,0,4,6,3,6,1,13
12092,2,2,1,0,0,0,0,2,3,1,3,3,10
12093,3,3,1,0,0,0,1,2,4,4,5,2,10
12094,2,3,1,0,0,0,3,1,2,2,5,1,10
12095,4,1,1,0,0,0,3,3,0,3,3,6,8
12096,2,2,2,0,0,0,1,5,2,0,1,5,14
12097,1,1,2,0,0,0,1,0,4,5,5,5,14
12098,2,2,1,0,0,0,1,0,1,6,2,6,13
12099,3,1,1,0,0,0,3,2,3,1,6,1,6
12100,1,3,3,0,0,0,0,3,3,2,3,1,9
12101,4,1,1,0,0,1,2,3,4,4,6,7,9
12102,1,1,1,0,0,0,2,4,2,2,0,2,14
12103,1,1,2,0,1,0,6,0,2,6,4,6,14
12104,1,2,1,0,0,0,3,5,2,7,1,2,13
12105,1,2,3,0,0,0,4,1,4,2,0,1,-1
12106,1,3,2,0,0,0,2,3,3,3,1,0,-1
12107,1,2,1,0,0,0,3,6,2,7,1,1,-1
12108,4,1,1,0,0,0,3,2,4,1,7,3,9
12109,1,3,1,0,0,0,1,2,3,0,2,2,9
12110,1,3,1,0,0,0,1,3,4,1,5,2,6
12111,1,1,1,0,0,0,1,1,3,7,4,6,14
12112,3,1,1,0,0,0,1,2,5,1,6,3,11
12113,2,3,4,0,0,0,2,1,2,2,0,1,-1
12114,2,1,2,0,0,0,2,5,4,1,6,4,12
12115,1,1,1,0,1,0,2,0,2,4,0,4,13
12116,2,1,4,0,0,0,5,1,2,3,3,2,14
12117,2,2,1,0,0,0,5,0,6,0,1,0,-1
12118,1,3,2,0,0,0,0,4,4,6,4,2,14
12119,2,2,2,0,0,0,3,2,2,0,1,2,7
12120,4,3,1,0,0,0,1,1,0,3,1,2,9
12121,3,1,1,0,1,0,4,5,4,0,0,5,10
12122,1,1,2,0,0,0,2,3,3,6,5,3,14
12123,3,2,3,0,0,0,2,3,2,0,4,3,9
12124,4,1,1,0,1,0,3,4,4,1,7,5,9
12125,2,1,2,0,1,0,5,6,3,0,2,6,11
12126,2,1,2,0,0,0,2,2,4,3,6,1,13
12127,2,2,1,0,0,0,3,3,2,6,1,3,12
12128,2,1,1,0,0,0,6,2,2,1,4,3,10
12129,3,1,2,0,0,0,2,1,4,3,6,4,12
12130,2,2,1,0,0,0,0,5,3,1,3,6,6
12131,1,1,1,0,0,1,1,5,1,7,0,2,13
12132,2,1,2,0,0,0,3,1,3,0,0,1,-1
12133,2,3,1,0,0,0,2,3,1,6,1,3,13
12134,2,2,1,0,0,0,1,5,4,1,3,6,10
12135,2,3,1,0,0,1,2,1,4,1,2,2,5
12136,1,1,1,0,0,1,2,0,4,0,2,0,9
12137,2,2,1,0,0,1,0,1,6,1,6,2,8
12138,4,1,1,0,0,1,1,3,3,3,4,0,7
12139,2,3,1,0,0,0,4,1,6,0,2,1,9
12140,1,2,1,1,0,0,6,6,4,0,2,6,14
12141,2,2,4,0,0,0,0,5,0,2,0,3,14
12142,1,1,3,0,1,0,4,7,1,3,5,4,14
12143,3,1,2,0,0,0,3,5,3,1,0,4,12
12144,1,2,3,1,0,0,5,1,5,2,0,1,-1
12145,1,1,2,0,0,0,2,2,1,2,1,0,-1
12146,1,3,1,0,0,0,1,2,4,0,3,2,8
12147,3,2,2,0,0,0,1,1,2,1,3,0,8
12148,3,3,1,0,0,0,1,3,2,5,3,2,11
12149,2,1,2,0,0,0,2,1,1,5,3,6,13
12150,2,1,1,0,0,1,6,0,6,1,0,1,-1
12151,2,1,1,0,0,0,4,6,2,1,6,5,10
12152,2,3,3,0,0,0,1,2,4,1,3,1,10
12153,3,1,3,0,0,0,3,2,2,1,5,1,8
12154,1,1,2,0,0,0,5,2,2,6,3,4,14
12155,1,3,1,0,0,0,3,5,6,2,3,3,14
12156,1,1,1,0,0,0,4,4,2,0,2,4,9
12157,4,1,1,0,0,0,3,3,4,2,7,1,9
12158,2,1,2,0,1,0,2,6,3,0,5,6,10
12159,2,3,3,0,0,0,1,4,3,1,2,3,15
12160,4,2,2,0,0,0,1,2,2,2,1,0,-1
12161,1,1,1,0,0,0,3,2,3,4,0,2,13
12162,2,1,1,0,0,0,2,6,2,1,4,5,10
12163,1,1,2,0,0,0,1,2,5,4,6,2,14
12164,2,1,3,0,0,0,5,5,3,1,2,4,14
12165,1,2,1,0,0,0,2,1,4,4,6,3,12
12166,1,2,1,0,0,0,0,4,6,2,6,2,11
12167,3,2,1,0,0,0,1,4,3,0,4,4,7
12168,2,3,2,0,0,0,2,4,5,4,3,0,14
12169,2,1,1,0,0,1,3,1,3,6,0,5,10
12170,4,2,1,0,0,0,2,2,4,0,6,2,9
12171,4,1,1,0,0,0,2,4,1,3,3,7,9
12172,2,3,1,0,0,0,1,4,4,4,5,0,13
